en_src_word,en_word,de_word,bn_word,ru_word
harpsichord,harpsichord,cembalo,বাদ্যযন্ত্রবিশেষ,клавесин
harvest,harvest,ernte,ফসল,уборка урожая
hassle,hassle,ärger,ঝগড়া,стычка
haste,haste,eile,ত্বরা,поспешность
hasten,hasten,eilen,দ্রুত চলা,спешить
hastiness,hastiness,hastigkeit,ত্বরা,торопливость
hat,hat,hut,টুপি,шапка
hatchery,hatchery,brüterei,হ্যাচারী,инкубаторий
hate,hate,hass,ঘৃণা,ненавидеть
haughtiness,haughtiness,hochmut,অহংকার,надменность
have,have,haben,আছে,иметь
hawk,hawk,falke,বাজপাখি,ястреб
hawking,hawking,räuspern,হকিং,вразнос
hazard,hazard,gefahr,বিপত্তি,опасность
haze,haze,dunst,আবছায়া,мгла
hazel,hazel,hasel,বৃক্ষবিশেষ,светло-коричневый
head,head,kopf,মাথা,глава
headdress,headdress,kopfschmuck,পাগড়ি,головной убор
headed,headed,geleitet,মস্তকবিশিষ্ট,двуглавый
heading,heading,überschrift,শিরোনাম,заголовок
heads,heads,köpfe,মাথা,руководители
healing,healing,heilung,আরোগ্য,исцеление
healthful,healthful,gesund,স্বাস্থ্যকর,целебный
hearsay,hearsay,hörensagen,জনশ্রুতি,молва
hearse,hearse,leichenwagen,শবযান,катафалк
heart,heart,herz,হৃদয়,сердце
hearts,hearts,herzen,অন্তরে,сердца
heartwarming,heartwarming,herzerwärmend,হৃদয়গ্রাহী,трогательный
heathen,heathen,heiden-,ধর্মহীন,язычник
heather,heather,heidekraut,গুল্মবিশেষ,вереск
heating,heating,heizung,গরম করার,обогрев
heave,heave,heben,উত্তোলন করা,вспучивание
heavenly,heavenly,paradiesisch,স্বর্গীয়,небесный
heavens,heavens,himmel,নভোমন্ডল,небо
heaviness,heaviness,schwere,নিবিড়তা,инертность
hedgehog,hedgehog,igel,অসামাজিক ব্যক্তি,еж
hedonistic,hedonistic,hedonistisch,আনন্দবাদী,гедонистический
heedless,heedless,achtlos,অসতর্ক,беспечен
heedlessness,heedlessness,achtlosigkeit,অগ্রাহ্য করা,безрассудство
heifer,heifer,färse,বকনা-বাছুর,телка
heir,heir,erbe,উত্তরাধিকারী,наследник
heiress,heiress,erbin,উত্তরাধিকারী,наследница
heirloom,heirloom,erbstück,বংশগত দায়,фамильная ценность
helicopter,helicopter,hubschrauber,হেলিকপ্টার,вертолет
heliocentric,heliocentric,heliozentrisch,সূর্যকেন্দ্রি,гелиоцентрический
hell,hell,hölle,জাহান্নাম,ад
hellish,hellish,höllisch,নারকীয়,адский
hello,hello,hallo,হ্যালো,здравствуйте
helmet,helmet,helm,শিরস্ত্রাণ,шлем
helpful,helpful,hilfreich,সহায়ক,полезный
helpfully,helpfully,hilfreich,সহায়কভাবে,услужливо
helpfulness,helpfulness,hilfsbereitschaft,উপকারিতা,полезность
helpless,helpless,hilflos,অসহায়,беспомощный
helplessness,helplessness,hilflosigkeit,অনুপায়,беспомощность
hemispherical,hemispherical,halbkugelförmig,গোলার্ধ,полусферический
hemlock,hemlock,schierling,বিষলতাবিশেষ,тсуга
hence,hence,daher,অত: পর,следовательно
henceforth,henceforth,fortan,অত: পর,отныне
henchman,henchman,handlanger,দৃঢ় সমর্থক,прихвостень
her,her,ihr,তার,ее
herb,herb,kraut,ঔষধি,трава
herbivore,herbivore,pflanzenfresser,তৃণভোজী প্রাণী,травоядное
herbivorous,herbivorous,pflanzenfressend,তৃণভোজী,травоядный
herbs,herbs,kräuter,আজ,травы
herculean,herculean,herkules,বিপদজ্জনক,геркулесов
here,here,hier,এখানে,вот
hereby,hereby,hiermit,এতদ্বারা,настоящим
heresy,heresy,ketzerei,বৈধর্ম্য,ересь
heretic,heretic,ketzer,পাষণ্ড,еретик
heretical,heretical,ketzerisch,প্রচলিত মতবেরোধী,еретический
heritage,heritage,erbe,ঐতিহ্য,наследие
hermit,hermit,einsiedler,নির্জনবাসী,отшельник
hernia,hernia,hernie,অন্ত্রবৃদ্ধি,грыжа
hero,hero,held,বীর,герой
heroic,heroic,heroisch,বীরত্বপূর্ণ,героический
heroically,heroically,heldenhaft,বীরত্বের সাথে,героически
heroine,heroine,heldin,বীরাঙ্গনা,героиня
heroism,heroism,heldentum,বীরত্ব,героизм
heron,heron,reiher,চক্রবাক,цапля
hers,hers,ihres,তার,ее
herself,herself,sie selber,নিজেকে,сама
hesitance,hesitance,zögern,কুণ্ঠা,нерешительность
hesitant,hesitant,zögerlich,দ্বিধাগ্রস্ত,колеблющийся
hesitate,hesitate,zögern,দ্বিধা করা,колебаться
heterogeneous,heterogeneous,heterogen,নানাধর্মী,гетерогенный
heterosexuality,heterosexuality,heterosexualität,ইতররতি,гетеросексуализм
hey,hey,hallo,অঁ্যা,привет
hi,hi,hallo,হাই,здравствуй
hiccup,hiccup,schluckauf,হিক্কা,икота
hideout,hideout,versteck,গোপনতা,укрытие
hierarchal,hierarchal,hierarchisch,প্রধান পুরোহিত-সংক্রান্ত,относящийся к иерархии
hierarchically,hierarchically,hierarchisch,স্ট্রাকচার,иерархически
hierarchy,hierarchy,hierarchie,যাজকতন্ত্র,иерархия
hieroglyph,hieroglyph,hieroglyphe,চিত্রলিপিতে ব্যবহৃত বর্ণমালাবিশেষ,иероглиф
hieroglyphic,hieroglyphic,hieroglyphisch,চিত্রলিপিতে বর্ণমালাসংক্রান্ত,иероглифический
high,high,hoch,উচ্চ,высокая
highland,highland,hochland,পর্বতীয়,нагорье
highness,highness,hoheit,মাননীয়,высочество
highschool,highschool,weiterführende schule,উচ্চ বিদ্যালয,старшая школа
highway,highway,autobahn,হাইওয়ে,шоссе
hike,hike,wanderung,ভাড়ায়,поход
hilarious,hilarious,urkomisch,অত্যধিক হাসিখুশি,веселый
hill,hill,hügel,পাহাড়,холм
hilly,hilly,hügelig,পাহাড়ী,холмистый
himself,himself,selbst,নিজে,сам
hindrance,hindrance,hindernis,অন্তরায়,помеха
hindsight,hindsight,nachsicht,সংঘটনের পরে বোধোদয়,непредусмотрительность
hinge,hinge,scharnier,কবজা,петля
hippo,hippo,nilpferd,জলহস্তী,бегемот
hire,hire,mieten,ভাড়া,наем
his,his,seine,তার,его
hiss,hiss,zischen,হিস্হিস,шипение
historian,historian,historiker,ইতিহাসবেত্তা,историк
hitter,hitter,schläger,হিটার,горькое
hoardings,hoardings,horten,মঞ্চ তৈরি,рекламные щиты
hoarse,hoarse,heiser,কর্কশ,хриплый
hock,hock,sprunggelenk,বন্ধকী জিনিস,поджилки
hockey,hockey,eishockey,হকিখেলা,хоккей
hoe,hoe,hacke,নিড়ানি,мотыга
hoist,hoist,hissen,খাটান,подъемник
hole,hole,loch,গর্ত,дыра
holidays,holidays,ferien,ছুটির,каникулы
holiness,holiness,heiligkeit,বিশুদ্ধতা,благочестие
holistic,holistic,ganzheitlich,হোলিস্টিক,целостный
hollow,hollow,hohl,ফাঁপা,полый
holographic,holographic,holografisch,হলোগ্রাফিক,голографический
holy,holy,heilig,পবিত্র,святой
homage,homage,huldigung,সম্মান,дань
home,home,zuhause,বাড়ি,главная
homecoming,homecoming,heimkehr,স্বদেশ প্রত্যাবর্তন,возвращение домой
homeless,homeless,obdachlos,গৃহহীন,бездомный
homemade,homemade,hausgemacht,সাদাসিধা,домашний
homeopath,homeopath,homöopath,সদৃশবিধানী চিকিত্সক,гомеопат
homeopathic,homeopathic,homöopathisch,সদৃশবিধানানুযায়ী,гомеопатический
homestead,homestead,heimstätte,ভিটা,усадьба
homophobia,homophobia,homophobie,সমকামীতা,гомофобия
